"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0,0.01,"EA",7.1,0.7,0.1852
"2","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.01,0.02,"EA",7.34,0.69,0.2844
"3","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.02,0.03,"EA",7.6,0.65,0.3318
"4","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.03,0.04,"EA",5.87,0.48,0.3746
"5","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.04,0.05,"EA",5.6,0.47,0.368
"6","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.05,0.06,"EA",6.61,0.58,0.3081
"7","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.06,0.07,"EA",7.3,0.56,0.2983
"8","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.07,0.08,"EA",8.08,0.64,0.3024
"9","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.08,0.09,"EA",6.26,0.52,0.2588
"10","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.09,0.1,"EA",9.8,0.8,0.2751
"11","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.1,0.11,"EA",9.68,0.66,0.3257
"12","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.11,0.12,"EA",8.14,0.64,0.2084
"13","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.12,0.13,"EA",6.71,0.55,0.2907
"14","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.13,0.14,"EA",7.48,0.53,0.3036
"15","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.14,0.15,"EA",6.44,0.46,0.3132
"16","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.15,0.16,"EA",5.98,0.51,0.2878
"17","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Fibrous Peat (Silty)",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.16,0.17,"EA",8,0.54,0.2279
"18","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.17,0.18,"EA",7.19,0.53,0.2929
"19","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.18,0.19,"EA",5.92,0.49,0.3014
"20","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.19,0.2,"EA",6.2,0.45,0.2933
"21","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.2,0.21,"EA",4.52,0.39,0.3962
"22","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.21,0.22,"EA",4.76,0.38,0.3453
"23","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.22,0.23,"EA",4.51,0.34,0.3943
"24","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Silt with Organics",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.23,0.24,"EA",4.68,NA,0.3023
"25","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.24,0.25,"EA",3.99,0.39,0.5035
"26","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.25,0.26,"EA",5.23,NA,0.4794
"27","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.26,0.27,"EA",4.91,0.31,0.3948
"28","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.27,0.28,"EA",3.81,NA,0.4068
"29","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.28,0.29,"EA",3.42,0.34,0.3636
"30","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.29,0.3,"EA",4.23,NA,0.3628
"31","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.3,0.31,"EA",4.23,0.33,0.3426
"32","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.31,0.32,"EA",3.91,NA,0.3014
"33","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.32,0.33,"EA",3.93,0.33,0.4229
"34","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.33,0.34,"EA",3.88,NA,0.3087
"35","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.34,0.35,"EA",4.24,0.4,0.338
"36","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.35,0.36,"EA",5.04,NA,0.3286
"37","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.36,0.37,"EA",5.05,0.45,0.33
"38","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.37,0.38,"EA",5.48,NA,0.326
"39","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.38,0.39,"EA",5.63,0.4,0.2896
"40","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.39,0.4,"EA",6.58,NA,0.2607
"41","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.4,0.41,"EA",6.16,0.4,0.3045
"42","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.41,0.42,"EA",5.56,NA,0.2425
"43","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.42,0.43,"EA",5.91,0.41,0.2897
"44","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.43,0.44,"EA",5.79,NA,0.291
"45","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.44,0.45,"EA",5.64,0.4,0.3217
"46","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.45,0.46,"EA",6.05,NA,0.3539
"47","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.46,0.47,"EA",6.31,0.35,0.2917
"48","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.47,0.48,"EA",5.42,NA,0.3195
"49","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.48,0.49,"EA",5.75,0.4,0.3556
"50","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.49,0.5,"EA",6.64,NA,0.3373
"51","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.5,0.51,"EA",6.05,0.37,0.2716
"52","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.51,0.52,"EA",4.88,NA,0.2361
"53","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.52,0.53,"EA",4.73,0.37,0.3832
"54","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.53,0.54,"EA",4.28,NA,0.3265
"55","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.54,0.55,"EA",4.54,0.37,0.2742
"56","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.55,0.56,"EA",4.06,NA,0.2614
"57","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.56,0.57,"EA",4.44,0.34,0.4323
"58","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.57,0.58,"EA",4.85,NA,0.326
"59","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.58,0.59,"EA",4.25,0.39,0.4148
"60","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.59,0.6,"EA",4.56,NA,0.3618
"61","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.6,0.61,"EA",5.36,0.37,0.3843
"62","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.61,0.62,"EA",4.69,NA,0.4339
"63","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.62,0.63,"EA",4.36,0.38,0.4143
"64","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.63,0.64,"EA",4.24,NA,0.4206
"65","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.64,0.65,"EA",4.21,0.34,0.3931
"66","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.65,0.66,"EA",3.88,NA,0.4131
"67","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.66,0.67,"EA",4.13,0.36,0.3601
"68","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.67,0.68,"EA",4.02,NA,0.4754
"69","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.68,0.69,"EA",4.38,0.35,0.3528
"70","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.69,0.7,"EA",4.13,NA,0.4347
"71","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.7,0.71,"EA",3.81,0.38,0.3063
"72","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.71,0.72,"EA",4.58,NA,0.3662
"73","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.72,0.73,"EA",4.32,0.36,0.3982
"74","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.73,0.74,"EA",3.96,NA,0.3065
"75","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.74,0.75,"EA",4.61,0.41,0.363
"76","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.75,0.76,"EA",3.88,NA,0.1908
"77","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.76,0.77,"EA",4.18,0.32,0.3281
"78","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.77,0.78,"EA",4.3,NA,0.3192
"79","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.78,0.79,"EA",3.86,0.27,0.2992
"80","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.79,0.8,"EA",3.27,NA,0.3231
"81","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.8,0.81,"EA",3.53,0.34,0.2689
"82","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.81,0.82,"EA",4.44,NA,0.326
"83","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.82,0.83,"EA",4.29,0.37,0.2739
"84","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.83,0.84,"EA",4.74,NA,0.3024
"85","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.84,0.85,"EA",4.49,0.39,0.3028
"86","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.85,0.86,"EA",4.22,NA,0.304
"87","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.86,0.87,"EA",4.75,0.37,0.3113
"88","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.87,0.88,"EA",6.35,NA,0.2266
"89","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.88,0.89,"EA",4.41,0.37,0.2876
"90","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.89,0.9,"EA",4.14,NA,0.2263
"91","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.9,0.91,"EA",4.57,0.36,0.2977
"92","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.91,0.92,"EA",4.61,NA,0.247
"93","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.92,0.93,"EA",4.4,0.34,0.2613
"94","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.93,0.94,"EA",5.04,NA,0.2846
"95","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.94,0.95,"EA",4.37,0.34,0.303
"96","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.95,0.96,"EA",4.01,NA,0.2248
"97","Smeaton et al 2022b","CS ARN-16","Arne","ARN-16","Saltmarsh","Basal Silt",50.690441,-2.0265907,"direct from dataset","1","UK","England",2020,0.96,0.97,"EA",4.14,NA,0.2683
"98","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Fibrous Peat (Silty)",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0,0.01,"EA",15.11,1.17,0.120718328
"99","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Fibrous Peat (Silty)",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.01,0.02,"EA",15.3,0.81,0.273098606
"100","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Fibrous Peat (Silty)",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.02,0.03,"EA",13.09,0.73,0.272348801
"101","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Fibrous Peat (Silty)",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.03,0.04,"EA",12.01,0.8,0.278350782
"102","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Fibrous Peat (Silty)",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.04,0.05,"EA",10.31,0.87,0.323593761
"103","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.05,0.06,"EA",10.47,0.81,0.273706939
"104","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.06,0.07,"EA",11.95,0.85,0.285799321
"105","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.07,0.08,"EA",10.44,0.97,0.292883568
"106","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.08,0.09,"EA",8.85,0.99,0.165487374
"107","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.09,0.1,"EA",9.44,0.95,0.180943269
"108","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.1,0.11,"EA",9.52,0.87,0.243665205
"109","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.11,0.12,"EA",11.14,0.71,0.284129943
"110","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.12,0.13,"EA",10.03,0.7,0.242986136
"111","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Humified Peat",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.13,0.14,"EA",11.33,0.08,0.313520903
"112","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.14,0.15,"EA",7.76,0.54,0.362420952
"113","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.15,0.16,"EA",6.79,0.47,0.312955012
"114","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.16,0.17,"EA",6.42,0.51,0.317772158
"115","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.17,0.18,"EA",6.86,0.48,0.372168423
"116","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.18,0.19,"EA",6.38,0.46,0.287818844
"117","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.19,0.2,"EA",6.13,NA,0.352556766
"118","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.2,0.21,"EA",6.29,0.4,0.448790054
"119","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.21,0.22,"EA",5.32,NA,0.358760345
"120","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.22,0.23,"EA",5.47,0.41,0.443569711
"121","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.23,0.24,"EA",6.16,NA,0.361310391
"122","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.24,0.25,"EA",5.07,0.47,0.457101577
"123","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.25,0.26,"EA",4.14,NA,0.424859942
"124","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.26,0.27,"EA",5.27,0.36,0.420308057
"125","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.27,0.28,"EA",5.21,NA,0.352086369
"126","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.28,0.29,"EA",6,0.3,0.390425479
"127","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt with Organics",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.29,0.3,"EA",5.07,NA,0.323855486
"128","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.3,0.31,"EA",4.27,0.42,0.324255146
"129","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.31,0.32,"EA",4.35,NA,0.408502157
"130","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.32,0.33,"EA",4.95,0.36,0.769989743
"131","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.33,0.34,"EA",5.41,NA,0.304487869
"132","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.34,0.35,"EA",5.38,0.42,0.291037349
"133","Smeaton et al 2022b","CS ARN-11","Arne","ARN-11","Saltmarsh","Silt",50.691088,-2.0283607,"direct from dataset","1","UK","England",2020,0.35,0.36,"EA",6.24,NA,0.439233571
